id,Hardness
10407,3.93391032
10408,5.247440339
10409,5.374036467
10410,5.415883806
10411,5.442432369
10412,5.125940894
10413,5.189616429
10414,5.422887863
10415,4.94238386
10416,5.269032247
10417,5.340214821
10418,5.543070403
10419,5.421441486
10420,5.4470747
10421,5.186602146
10422,5.275816803
10423,5.340646994
10424,5.24495688
10425,5.350556798
10426,5.41472408
10427,4.782104531
10428,5.154863468
10429,5.21212574
10430,5.483429545
10431,4.948303443
10432,5.305923008
10433,5.425026359
10434,5.31034133
10435,5.358664177
10436,5.423026247
10437,5.281786432
10438,5.418083031
10439,5.44617927
10440,4.981692266
10441,4.861379791
10442,4.968998813
10443,4.509710607
10444,5.446410304
10445,5.194348548
10446,5.032619788
10447,5.413786701
10448,5.492715993
10449,5.213363067
10450,5.33369541
10451,5.20493687
10452,5.567511469
10453,5.495933615
10454,5.416870785
10455,4.971115166
10456,4.766881698
10457,4.338656304
10458,5.597811065
10459,4.956651388
10460,5.429400159
10461,5.315699541
10462,5.394584593
10463,5.430755394
10464,5.467780182
10465,4.9670987
10466,5.214644141
10467,5.445071243
10468,4.480258574
10469,5.297054688
10470,5.284223695
10471,5.473367964
10472,4.508733267
10473,5.352541262
10474,5.520782478
10475,5.4190763
10476,5.246165819
10477,5.446328324
10478,5.54513027
10479,5.545445835
10480,4.828529946
10481,5.102369677
10482,5.420990337
10483,5.347709651
10484,3.872418279
10485,5.397687088
10486,5.353187008
10487,4.742113006
10488,5.334999797
10489,5.107346619
10490,5.464862169
10491,5.328877616
10492,5.498578306
10493,4.672414136
10494,4.976642079
10495,5.202476719
10496,5.146465959
10497,5.347369724
10498,5.305205385
10499,5.439807772
10500,5.208853228
10501,4.687583183
10502,5.50526195
10503,5.268565044
10504,5.420332928
10505,5.267116289
10506,4.811891572
10507,5.420230382
10508,5.037851705
10509,4.732508132
10510,5.337369778
10511,5.120792315
10512,5.238619633
10513,5.335230121
10514,5.041391541
10515,3.717983134
10516,5.557640994
10517,5.498995768
10518,5.312179264
10519,5.249817061
10520,5.320640707
10521,5.344934426
10522,5.243393481
10523,5.12328957
10524,5.024848657
10525,5.156055934
10526,4.649505473
10527,5.323015727
10528,5.334892057
10529,5.376272532
10530,4.587110592
10531,5.441409373
10532,4.875591099
10533,5.390289003
10534,5.510098734
10535,5.435903022
10536,5.298294464
10537,5.547749802
10538,5.439601831
10539,5.352972492
10540,4.965408292
10541,4.728218523
10542,5.255715477
10543,5.11383283
10544,5.430764077
10545,5.097982787
10546,5.308334979
10547,5.345652172
10548,5.415679643
10549,5.113296514
10550,4.978604285
10551,5.300149863
10552,5.330952606
10553,5.515483924
10554,5.33867221
10555,5.246840005
10556,5.300776541
10557,5.302349823
10558,5.39961122
10559,4.7666823
10560,5.581671571
10561,5.448905499
10562,5.363350336
10563,5.522988798
10564,5.568666626
10565,5.419963807
10566,5.255984887
10567,5.317327447
10568,4.930574525
10569,5.478863791
10570,5.234983965
10571,5.395208705
10572,5.341555854
10573,5.156557752
10574,5.466680333
10575,5.35512301
10576,4.980375717
10577,5.723285728
10578,5.379517705
10579,5.368019483
10580,5.187531869
10581,5.394398736
10582,5.094497197
10583,4.685228365
10584,5.446544687
10585,4.462596749
10586,5.505864924
10587,5.4838958
10588,5.178539539
10589,5.351933376
10590,5.12645764
10591,5.444890528
10592,5.035528016
10593,5.246357003
10594,5.422813609
10595,5.401077337
10596,5.289684456
10597,5.47921877
10598,5.455716117
10599,5.399085132
10600,4.522598953
10601,5.099746231
10602,4.960500876
10603,5.339835435
10604,5.386760621
10605,5.725450529
10606,4.959257687
10607,5.424289089
10608,5.193278751
10609,5.604570862
10610,5.311276267
10611,5.393678887
10612,5.342283207
10613,5.305527637
10614,5.313791293
10615,5.368027661
10616,5.475504344
