id,Hardness
10407,2.718734539
10408,5.078681234
10409,5.458655956
10410,5.550396331
10411,5.556122623
10412,4.801223047
10413,4.887429978
10414,5.567215651
10415,4.451098944
10416,5.183861665
10417,5.249547314
10418,5.794025221
10419,5.505804012
10420,5.623578573
10421,5.148086337
10422,5.366917229
10423,5.323509054
10424,5.163543114
10425,5.403705732
10426,5.441197232
10427,3.798299995
10428,5.196596068
10429,5.030784284
10430,5.734349795
10431,4.460937687
10432,5.248251932
10433,5.485429084
10434,5.309805484
10435,5.470817777
10436,5.568497678
10437,5.196534373
10438,5.556711102
10439,5.59240358
10440,4.43675617
10441,4.219272194
10442,4.347494255
10443,3.082582587
10444,5.656886813
10445,4.952575267
10446,4.713447576
10447,5.458789335
10448,5.658768188
10449,5.01556399
10450,5.36584061
10451,5.181314294
10452,5.896600245
10453,5.6665219
10454,5.552790022
10455,4.286381524
10456,3.849609423
10457,2.799359701
10458,5.910669542
10459,4.928031924
10460,5.644549706
10461,5.244715316
10462,5.505124464
10463,5.529989615
10464,5.633769731
10465,4.274755324
10466,5.233165219
10467,5.600467128
10468,3.064162906
10469,5.38614459
10470,5.130774782
10471,5.634789699
10472,3.074143028
10473,5.397291319
10474,5.790586853
10475,5.560763833
10476,5.075006487
10477,5.575267927
10478,5.80261465
10479,5.803389266
10480,4.407914912
10481,4.75843411
10482,5.566302552
10483,5.331734442
10484,1.662051204
10485,5.45012996
10486,5.499867831
10487,3.683667691
10488,5.362619226
10489,4.67953177
10490,5.645217037
10491,5.373047752
10492,5.675378973
10493,3.492828647
10494,4.39089056
10495,4.88877437
10496,4.818159628
10497,5.399461975
10498,5.271153376
10499,5.58920036
10500,4.90853307
10501,3.537704327
10502,5.680513312
10503,5.090100592
10504,5.564915956
10505,5.143228755
10506,4.116221459
10507,5.565193463
10508,4.554885842
10509,3.650829985
10510,5.242724375
10511,4.768181993
10512,5.241046069
10513,5.476182086
10514,4.566858191
10515,2.265157669
10516,5.860424605
10517,5.677320732
10518,5.236499933
10519,5.275222704
10520,5.199543819
10521,5.480092629
10522,5.069657815
10523,4.76958761
10524,4.644564893
10525,4.834175668
10526,3.670436839
10527,5.26754466
10528,5.37298304
10529,5.383814108
10530,3.261779653
10531,5.59491067
10532,4.813893732
10533,5.39987745
10534,5.693336775
10535,5.54774
10536,5.210649575
10537,5.81250016
10538,5.536399018
10539,5.412983537
10540,4.262867738
10541,3.685656988
10542,5.02839031
10543,4.908070063
10544,5.606738369
10545,4.729841808
10546,5.290096829
10547,5.405221789
10548,5.553824195
10549,4.761628316
10550,4.751005536
10551,5.443190377
10552,5.318982193
10553,5.721945006
10554,5.246143625
10555,5.075919934
10556,5.208097017
10557,5.41898522
10558,5.467175207
10559,4.087635823
10560,5.906629949
10561,5.633610709
10562,5.436160294
10563,5.766863877
10564,5.929825524
10565,5.565066923
10566,5.028146848
10567,5.443399028
10568,4.315933501
10569,5.653913534
10570,5.06441493
10571,5.466487581
10572,5.328573093
10573,4.864267007
10574,5.75443231
10575,5.507058895
10576,4.505464792
10577,6.25389974
10578,5.423206556
10579,5.441114619
10580,4.863641334
10581,5.456522327
10582,4.687663675
10583,3.866919532
10584,5.628674671
10585,2.997265538
10586,5.683538167
10587,5.658270125
10588,4.828150918
10589,5.411220029
10590,4.710253067
10591,5.54324516
10592,4.544833949
10593,5.14097394
10594,5.574963042
10595,5.442838314
10596,5.127969088
10597,5.650189544
10598,5.582444286
10599,5.540880804
10600,3.37106119
10601,4.726075539
10602,4.270214437
10603,5.313071874
10604,5.470880598
10605,6.262375988
10606,4.241100265
10607,5.579814979
10608,5.032588482
10609,5.93767048
10610,5.419929532
10611,5.445761572
10612,5.317882677
10613,5.404990626
10614,5.271111017
10615,5.377391867
10616,5.646931254
10617,5.326747292
10618,2.980431349
10619,5.551038275
10620,5.286584624
10621,5.880611363
10622,4.540313935
10623,5.555729167
10624,5.205287121
10625,5.417500617
10626,5.574104812
10627,5.427644132
10628,5.264134975
10629,5.571098881
10630,3.328788459
10631,5.576572605
10632,5.665674239
10633,2.849852854
10634,4.729557664
10635,5.205595788
10636,5.393424423
10637,5.488228777
10638,2.883292023
10639,5.664088511
10640,5.412078956
10641,5.330437743
10642,3.809837283
10643,6.271064298
10644,4.582269836
10645,5.388272801
10646,4.518638038
10647,5.58641219
10648,5.228235814
10649,5.369341221
10650,4.884575996
10651,5.092519368
10652,5.606743295
10653,5.416949134
10654,4.452271493
10655,5.296440108
10656,5.240673344
10657,5.374072504
10658,5.479873039
10659,5.461338917
10660,4.878370514
10661,5.63255745
10662,5.503999385
10663,5.665085718
10664,4.372661155
10665,5.444953199
10666,5.589672269
10667,5.373232851
10668,5.565321599
10669,4.856122013
10670,5.873023772
10671,5.670562571
10672,2.969277918
10673,4.883687697
10674,5.673702649
10675,5.50556829
10676,3.17536446
10677,3.543177358
10678,4.641251499
10679,3.860467855
10680,5.193543903
10681,4.496390024
10682,5.889143999
10683,4.695730447
10684,3.279470305
10685,5.584744806
10686,5.624103298
10687,5.058333029
10688,5.570929705
10689,4.946215388
10690,5.581654347
10691,5.284683179
10692,5.457735926
10693,5.571712386
10694,5.4134359
10695,4.695282819
10696,5.600281515
10697,5.28591556
10698,5.01039009
10699,1.524466944
10700,5.733456011
10701,5.587279115
10702,5.404982854
10703,5.506804703
10704,2.196013326
10705,4.990396996
10706,5.368099887
10707,5.627439126
10708,4.862054299
10709,3.965506003
10710,4.619456444
10711,5.157063312
10712,5.626049978
10713,3.029673904
10714,3.429882701
10715,5.427206879
10716,5.588162863
10717,5.558237959
10718,5.44570546
10719,5.649322845
10720,5.348304602
10721,5.197671845
10722,2.935460583
10723,4.244501508
10724,5.459323809
10725,6.290557121
10726,3.498380209
10727,5.237663209
10728,3.656432581
10729,5.66709809
10730,5.337550747
10731,4.86064024
10732,3.860497896
10733,3.414667986
10734,5.298524966
10735,5.225426466
10736,5.596513611
10737,5.084653536
10738,5.525688901
10739,3.839961702
10740,3.598234731
10741,4.858538442
10742,4.346299179
10743,4.528976674
10744,6.039118057
10745,4.777297342
10746,5.547895036
10747,5.257514819
10748,5.620778755
10749,4.941052081
10750,4.721599562
10751,5.340389665
10752,4.860266706
10753,5.205588551
10754,5.732943567
10755,5.517183509
10756,4.482388212
10757,6.039239542
10758,5.478905741
10759,4.482256219
10760,5.503428368
10761,5.436714332
10762,5.364737852
10763,5.595087149
10764,5.26806244
10765,4.131026692
10766,5.428795422
10767,4.527978819
10768,5.204996556
10769,5.166112256
10770,5.254663973
10771,2.977297455
10772,5.528397702
10773,4.025059805
10774,5.377783001
10775,5.262010937
10776,5.547645763
10777,6.303247084
10778,5.565777593
10779,5.615864674
10780,5.743986206
10781,5.232232659
10782,5.356258084
10783,4.445219375
10784,5.521990695
10785,5.521785005
10786,5.622350697
10787,5.593366671
10788,5.477390877
10789,5.568332362
10790,4.236179715
10791,5.690195592
10792,5.549881438
10793,5.520425638
10794,5.28228017
10795,5.426881527
10796,5.6005447
10797,5.434419464
10798,5.001177088
10799,5.044425613
10800,4.317431161
10801,5.422663155
10802,5.683893819
10803,5.664269218
10804,5.486614548
10805,5.369202391
10806,5.599259268
10807,5.609954666
10808,4.917464638
10809,2.855105832
10810,4.532206632
10811,5.673510416
10812,4.679621125
10813,5.749004239
10814,5.49282786
10815,2.913442945
10816,5.583968232
10817,5.174934555
10818,4.915870579
10819,5.640263174
10820,5.453268352
10821,3.144638239
10822,2.986505159
10823,5.554511255
10824,5.602996602
10825,5.485732202
10826,4.4594766
10827,5.395259638
10828,3.017781657
10829,5.534497445
10830,5.617802299
10831,5.50962456
10832,5.606401214
10833,5.630538298
10834,5.630742406
10835,4.770402229
10836,5.843210081
10837,5.215877222
10838,4.764876835
10839,5.080660846
10840,5.502914587
10841,5.677835821
10842,5.644472529
10843,4.529979377
10844,4.395832899
10845,5.907294271
10846,5.594526069
10847,5.56470488
10848,5.85483712
10849,5.49254059
10850,5.434431287
10851,4.1818748
10852,5.205051194
10853,4.700012949
10854,4.687541772
10855,5.215840983
10856,5.382555284
10857,5.299514386
10858,5.720166965
10859,5.582423003
10860,5.589685592
10861,5.178423579
10862,5.520453056
10863,4.177783348
10864,5.359377326
10865,5.615259425
10866,5.678351507
10867,6.326725087
10868,5.701820016
10869,4.866054199
10870,5.692717252
10871,5.602315392
10872,4.885618467
10873,4.681216189
10874,5.585305045
10875,5.517146263
10876,5.50935029
10877,4.830836799
10878,5.552307465
10879,5.450738803
10880,3.945050934
10881,5.735219982
10882,4.652935294
10883,5.537549907
10884,3.89444948
10885,5.701099095
10886,2.978396057
10887,4.892290652
10888,5.667336484
10889,5.598717223
10890,5.3920279
10891,4.427139527
10892,5.61123416
10893,2.916795327
10894,5.534091288
10895,5.410163356
10896,2.491499437
10897,5.549713671
10898,5.614644727
10899,4.423285559
10900,5.647579611
10901,5.290878979
10902,4.645916803
10903,3.895058136
10904,5.259137027
10905,5.444321064
10906,4.908350765
10907,5.915568913
10908,5.490221279
10909,5.91810211
10910,5.378369877
10911,5.144126004
10912,5.513160013
10913,4.701725387
10914,5.718016552
10915,5.091550534
10916,4.422408912
10917,5.612755411
10918,5.701902942
10919,4.604800217
10920,5.481273574
10921,5.113264069
10922,3.697134873
10923,5.406107204
10924,5.689447143
10925,5.597283551
10926,5.713149882
10927,4.829543326
10928,3.020834386
10929,4.236281734
10930,5.254304947
10931,2.809580218
10932,5.295818398
10933,5.609705436
10934,5.189502968
10935,5.310232452
10936,4.864327043
10937,5.241249591
10938,4.268823313
10939,5.862483267
10940,5.615826317
10941,6.017135041
10942,5.311128152
10943,5.683762799
10944,5.911399247
10945,5.553477587
10946,5.465665384
10947,5.876908423
10948,5.609296194
10949,4.220528274
10950,4.570808576
10951,5.237318777
10952,5.326047415
10953,4.304412764
10954,5.67611417
10955,5.776865012
10956,5.591556071
10957,5.703738283
10958,5.654351452
10959,5.362168221
10960,4.904693429
10961,5.592629296
10962,4.959852398
10963,5.036307091
10964,5.422010634
10965,5.555157624
10966,5.540732463
10967,5.107737117
10968,5.470044306
10969,4.363964192
10970,5.968988962
10971,5.630745607
10972,5.738096412
10973,5.681395404
10974,5.114534461
10975,2.777062297
10976,5.733753147
10977,5.307449668
10978,5.423726594
10979,4.684893552
10980,5.620188759
10981,5.675250567
10982,5.656337612
10983,5.074012303
10984,5.252989006
10985,4.209933523
10986,5.402315625
10987,5.578997079
10988,5.065634319
10989,4.699311259
10990,4.579013876
10991,4.851743477
10992,4.589356013
10993,4.861633335
10994,5.723400729
10995,5.086329875
10996,5.615744225
10997,5.575106045
10998,4.791251109
10999,5.083715953
11000,5.502207802
11001,5.475949958
11002,3.064047423
11003,5.424051266
11004,5.336198622
11005,4.233984124
11006,5.35618713
11007,5.628101704
11008,5.371063824
11009,5.890738815
11010,5.203127736
11011,5.688658478
11012,5.49858114
11013,4.94666191
11014,5.620877476
11015,5.618545468
11016,5.464972358
11017,5.508583682
11018,5.831462034
11019,4.811457101
11020,5.471768762
11021,5.77507542
11022,5.760485798
11023,4.228692633
11024,5.534985101
11025,5.76263624
11026,6.273984507
11027,4.277774596
11028,5.620476015
11029,2.7051501
11030,4.057062632
11031,5.724336604
11032,4.280552567
11033,5.360028028
11034,4.201473114
11035,5.355348312
11036,5.483656747
11037,5.648330735
11038,5.592356454
11039,5.194493442
11040,5.708264213
11041,5.239673704
11042,2.828576043
11043,3.445472276
11044,4.664606777
11045,5.355533056
11046,2.859185828
11047,5.748780635
11048,5.656974234
11049,5.601299127
11050,4.184667691
11051,5.504760235
11052,3.481415156
11053,5.717885278
11054,5.244304036
11055,5.590933604
11056,5.789988273
11057,5.161354127
11058,5.588470048
11059,5.683238414
11060,4.426043771
11061,5.496679671
11062,5.652148336
11063,5.520486454
11064,5.633302747
11065,5.696418407
11066,5.825184641
11067,5.684113784
11068,5.161123659
11069,5.707589517
11070,5.462146869
11071,5.452671919
11072,3.778558434
11073,5.25054699
11074,5.633775992
11075,4.681877379
11076,5.771582645
11077,4.899338967
11078,5.08767676
11079,5.484459895
11080,4.343980636
11081,5.225399806
11082,5.74495966
11083,5.106875032
11084,5.453241125
11085,5.590787218
11086,5.25952437
11087,5.640348302
11088,3.306700089
11089,4.697227216
11090,5.40944305
11091,3.488201841
11092,4.804215121
11093,5.208270808
11094,5.223880096
11095,5.920234977
11096,5.663749204
11097,4.506525421
11098,5.526111546
11099,5.639599252
11100,5.07543307
11101,5.419892511
11102,5.639504473
11103,5.788369078
11104,5.548301461
11105,5.325954086
11106,5.637864091
11107,5.692242937
11108,5.526885864
11109,5.395459121
11110,5.562975142
11111,4.928872488
11112,5.098211733
11113,5.379863655
11114,5.897190262
11115,5.343122148
11116,5.620992118
11117,5.53162226
11118,5.58825281
11119,5.660934319
11120,4.956023738
11121,5.796281417
11122,5.90997849
11123,4.163500147
11124,5.382492873
11125,5.433167621
11126,4.37688715
11127,5.7657364
11128,5.706547558
11129,5.631598213
11130,6.003197028
11131,4.613343524
11132,4.024303916
11133,5.850886561
11134,5.395129163
11135,5.222233288
11136,5.623807516
11137,5.677397993
11138,5.448359433
11139,5.536445529
11140,5.226460196
11141,5.391540999
11142,5.705795204
11143,5.375163985
11144,4.066262303
11145,4.239689524
11146,4.990494033
11147,5.497832032
11148,4.014822491
11149,5.238041518
11150,5.232035219
11151,5.409873774
11152,6.024240026
11153,5.470299449
11154,4.007374504
11155,5.406702985
11156,4.72217416
11157,6.100360145
11158,5.621588067
11159,5.01734815
11160,4.722643321
11161,4.936368821
11162,5.341341672
11163,5.568941538
11164,5.501858672
11165,4.637090171
11166,5.191283643
11167,5.671393159
11168,5.505355998
11169,5.644929148
11170,5.853422952
11171,5.127049427
11172,5.315980846
11173,4.694345782
11174,5.449624462
11175,5.643669626
11176,5.332223513
11177,5.442153226
11178,6.409790632
11179,4.489743674
11180,5.676250325
11181,5.645444585
11182,5.217565623
11183,5.629116368
11184,5.737471707
11185,5.673687188
11186,5.606698541
11187,5.767854144
11188,5.922168314
11189,4.247879351
11190,4.208527983
11191,4.724107289
11192,4.811215737
11193,5.534012491
11194,4.632867009
11195,5.808341084
11196,5.625080669
11197,5.052003726
11198,4.365221168
11199,6.004076115
11200,5.360656422
11201,4.674006076
11202,5.136258048
11203,3.009257502
11204,5.632610381
11205,5.740602619
11206,4.841266135
11207,5.650265086
11208,5.160533373
11209,5.71809606
11210,5.682039433
11211,5.368360982
11212,6.417772443
11213,2.294318469
11214,4.638956024
11215,5.46689046
11216,4.6507716
11217,5.673152778
11218,5.654909866
11219,3.524699747
11220,2.438118363
11221,4.814860864
11222,5.540137205
11223,6.104401465
11224,5.852096188
11225,5.538827885
11226,5.271934825
11227,5.016915828
11228,5.642615166
11229,6.022383403
11230,5.609718265
11231,5.384456274
11232,3.59144688
11233,5.284686689
11234,5.921449822
11235,4.849796408
11236,5.746128409
11237,5.689848079
11238,1.906258015
11239,5.552673827
11240,5.418007394
11241,4.319093477
11242,4.574961301
11243,5.495308555
11244,5.683543541
11245,5.268062987
11246,5.158463555
11247,2.751876983
11248,5.394911247
11249,2.853834476
11250,5.933622957
11251,5.517473577
11252,5.497851308
11253,5.728854299
11254,5.600829761
11255,5.420822188
11256,5.404587998
11257,5.721981977
11258,3.664425734
11259,5.440724131
11260,4.873946405
11261,5.704038176
11262,5.426899654
11263,4.323168443
11264,5.943177212
11265,5.4278204
11266,5.320853488
11267,3.594548401
11268,6.432369176
11269,5.613265019
11270,5.691270068
11271,5.367439386
11272,4.180662426
11273,3.798832942
11274,5.877109458
11275,5.654487782
11276,4.339858349
11277,4.909176201
11278,4.489361619
11279,5.479826468
